Customer ID,Contract Type,Monthly Charges,Total Charges,Tenure,Internet Service,Payment Method,Gender,Senior Citizen,Online Security,Online Backup,Tech Support,Streaming TV,Streaming Movies,Churn
Cust036,Month-to-Month,65.34100531738518,354.4553796012085,53,DSL,Bank transfer,Male,Yes,Yes,No,No,Yes,No,No
Cust037,Month-to-Month,77.79261591246873,784.254004227274,56,Fiber optic,Bank transfer,Male,No,No,No,Yes,Yes,Yes,No
Cust038,One-Year,61.645679785508484,936.6609283516916,9,Fiber optic,Bank transfer,Male,Yes,No,No,Yes,Yes,No,Yes
Cust039,Month-to-Month,81.30960750130703,703.8461418546449,22,DSL,Credit card,Male,No,No,Yes,Yes,Yes,No,No
Cust040,Month-to-Month,49.654230997992556,960.6229098723086,13,Fiber optic,Electronic check,Female,No,Yes,Yes,Yes,No,Yes,No
Cust041,Month-to-Month,88.1869488037116,1023.0555648876305,48,Fiber optic,Electronic check,Male,No,No,No,No,No,Yes,No
Cust042,Month-to-Month,105.977962472385,932.5432054575764,18,Fiber optic,Credit card,Female,Yes,No,No,No,Yes,Yes,Yes
Cust043,Two-Year,52.74322879120682,804.999225752962,40,DSL,Credit card,Male,Yes,No,No,No,Yes,Yes,No
Cust044,Month-to-Month,51.08994957198456,1050.5964015900183,17,Fiber optic,Mailed check,Female,No,No,No,No,No,Yes,No
Cust045,One-Year,89.06768954235402,1132.5821948708226,15,DSL,Bank transfer,Female,No,No,Yes,Yes,Yes,Yes,No
Cust046,Month-to-Month,91.59144291461425,672.8802767671461,15,DSL,Bank transfer,Female,No,No,No,Yes,No,Yes,Yes
Cust047,One-Year,49.54279945693463,1423.279713923881,63,Fiber optic,Credit card,Female,No,No,Yes,Yes,No,No,No
Cust048,One-Year,51.596263658082854,970.4235603147215,39,Fiber optic,Credit card,Male,No,No,Yes,No,Yes,Yes,No
Cust049,Month-to-Month,54.364307822789854,1005.6548868834543,13,DSL,Electronic check,Male,No,Yes,No,No,Yes,No,No
Cust050,Two-Year,33.11098977931446,1212.4643269769672,32,Fiber optic,Credit card,Male,No,No,Yes,Yes,Yes,Yes,No
Cust051,One-Year,41.626961070316035,1069.9648393790505,9,Fiber optic,Electronic check,Male,No,No,No,No,Yes,Yes,No
Cust052,Two-Year,39.91718466495864,1285.9409901739737,40,Fiber optic,Credit card,Female,No,No,No,Yes,Yes,No,Yes
Cust053,Two-Year,44.64404869791743,1086.1372495605472,20,Fiber optic,Mailed check,Female,No,No,Yes,No,No,Yes,Yes
Cust054,One-Year,59.30630225226437,816.2687876078686,63,Fiber optic,Mailed check,Female,Yes,Yes,No,No,Yes,Yes,No
Cust055,Two-Year,64.68429465073041,1108.4510575618306,44,Fiber optic,Electronic check,Male,No,Yes,No,No,Yes,Yes,No
Cust056,Month-to-Month,91.01000985628154,656.8821378038015,38,DSL,Bank transfer,Female,Yes,No,No,No,Yes,Yes,No
Cust057,Month-to-Month,40.03291918522418,1032.5679117329569,60,DSL,Mailed check,Male,No,Yes,Yes,No,Yes,Yes,No
Cust058,Month-to-Month,79.68644796953167,990.0310028066617,71,Fiber optic,Electronic check,Female,No,No,Yes,Yes,Yes,No,No
Cust059,Month-to-Month,55.72022311548982,937.5649428182381,48,Fiber optic,Credit card,Female,No,No,No,No,Yes,Yes,No
Cust060,Month-to-Month,59.01072580695134,961.4387465683208,18,Fiber optic,Credit card,Female,Yes,No,Yes,No,Yes,No,Yes
Cust061,Month-to-Month,73.49638984333208,435.4452863507082,16,DSL,Electronic check,Female,No,Yes,Yes,No,No,No,Yes
Cust062,Two-Year,37.54555956875403,835.3825276777116,55,DSL,Bank transfer,Female,Yes,Yes,No,No,Yes,Yes,No
Cust063,Month-to-Month,67.64819492368102,1027.8534703423345,39,Fiber optic,Electronic check,Male,Yes,No,Yes,No,No,Yes,No
Cust064,Month-to-Month,63.32904416426112,1047.95691759922,68,DSL,Electronic check,Female,No,No,No,No,Yes,No,No
Cust065,One-Year,69.84902528016298,691.6974577222126,59,Fiber optic,Mailed check,Male,No,No,Yes,Yes,Yes,No,No
Cust066,Month-to-Month,65.78337287815636,1379.7123522594102,62,DSL,Electronic check,Male,No,No,No,No,Yes,Yes,No
Cust067,Two-Year,109.10600279821789,740.1475455356497,13,Fiber optic,Electronic check,Male,No,No,No,Yes,No,Yes,No
Cust068,Month-to-Month,47.24520031497368,1290.837160158021,6,None,Credit card,Male,No,No,Yes,Yes,Yes,Yes,No
Cust069,Two-Year,49.380060899963645,1128.1583085615055,60,DSL,Mailed check,Male,Yes,No,Yes,No,Yes,Yes,No
Cust070,One-Year,47.53718947150471,806.1318070468591,14,Fiber optic,Credit card,Male,No,No,No,No,Yes,Yes,No
Cust071,Month-to-Month,48.890457616794905,1532.5932677828537,54,DSL,Credit card,Male,No,Yes,No,Yes,Yes,No,Yes
Cust072,Month-to-Month,47.252257453869646,641.9089504730559,4,Fiber optic,Bank transfer,Male,No,Yes,No,No,Yes,Yes,No
Cust073,Two-Year,83.78033062215104,1275.7462520830004,39,Fiber optic,Bank transfer,Female,No,No,Yes,No,No,No,No
Cust074,One-Year,88.4100849597971,1300.1746954128935,25,Fiber optic,Mailed check,Female,No,No,Yes,Yes,Yes,No,No
Cust075,One-Year,48.58507412501048,798.8139372770065,32,Fiber optic,Mailed check,Male,No,Yes,No,No,No,Yes,No
Cust076,One-Year,43.352888537915426,1417.7395900192987,59,None,Bank transfer,Male,No,Yes,No,No,Yes,Yes,No
Cust077,Month-to-Month,69.42831112772808,924.9860456203141,63,DSL,Bank transfer,Male,No,No,No,No,No,No,No
Cust078,Month-to-Month,48.95553911438057,1086.608088783957,38,DSL,Bank transfer,Female,Yes,Yes,No,No,No,No,No
Cust079,Month-to-Month,72.65863635511022,1078.0965516313663,53,None,Bank transfer,Female,No,No,No,No,Yes,No,Yes
Cust080,Two-Year,64.058460417026,959.7073775588357,67,Fiber optic,Bank transfer,Male,No,No,No,No,No,Yes,No
Cust081,One-Year,29.68511770005536,1243.2424819479347,28,None,Credit card,Male,No,No,Yes,No,No,Yes,No
Cust082,Month-to-Month,90.95010402660122,1238.0466161656639,3,Fiber optic,Mailed check,Female,Yes,No,No,No,Yes,Yes,No
Cust083,Month-to-Month,95.91755346191044,475.4404080285458,22,None,Credit card,Female,Yes,No,No,Yes,Yes,Yes,Yes
Cust084,Month-to-Month,47.744226190312276,1391.3020728634458,38,Fiber optic,Credit card,Male,No,No,Yes,No,No,No,No
Cust085,Month-to-Month,52.24596880128032,501.2524035892977,62,Fiber optic,Electronic check,Male,Yes,No,No,No,Yes,Yes,Yes
Cust086,One-Year,65.7173078144981,1309.7638613024972,57,None,Credit card,Male,No,No,No,Yes,Yes,No,Yes
Cust087,One-Year,66.6891357997405,1338.011541048275,6,Fiber optic,Bank transfer,Male,No,No,No,No,No,Yes,No
Cust088,Two-Year,73.1708854534566,672.7100709354405,32,DSL,Bank transfer,Female,No,Yes,No,No,Yes,No,Yes
Cust089,Month-to-Month,100.20409077532699,876.7557136136246,10,DSL,Electronic check,Female,No,Yes,No,Yes,No,No,Yes
Cust090,Month-to-Month,56.46105545011901,668.2885994542193,3,DSL,Electronic check,Male,No,Yes,Yes,No,No,Yes,No
Cust091,One-Year,44.03405510923093,935.5236909133794,59,DSL,Electronic check,Male,No,Yes,No,No,No,No,Yes
Cust092,One-Year,32.41361543970946,907.5897147442777,49,DSL,Electronic check,Male,Yes,No,No,No,Yes,Yes,No
Cust093,One-Year,45.38139920116162,1233.8981596808019,59,Fiber optic,Electronic check,Female,Yes,No,No,No,Yes,Yes,Yes
Cust094,One-Year,59.337460542524056,1393.0926238358825,31,Fiber optic,Credit card,Male,No,No,Yes,No,Yes,No,No
Cust095,Month-to-Month,95.89115727035576,1418.7051432369867,69,Fiber optic,Electronic check,Male,No,No,Yes,No,Yes,No,No
Cust096,One-Year,49.64777401927657,831.3495920265093,62,Fiber optic,Credit card,Male,No,No,No,No,Yes,Yes,No
Cust097,Month-to-Month,64.47575903277797,937.2334378766417,52,DSL,Mailed check,Female,No,No,No,Yes,Yes,Yes,No
Cust098,Month-to-Month,59.67154207854496,494.96854233371494,41,DSL,Electronic check,Male,No,No,No,No,Yes,No,Yes
Cust099,Month-to-Month,83.76786546896167,758.2389800511434,31,DSL,Electronic check,Female,Yes,Yes,No,Yes,Yes,No,Yes
Cust100,Month-to-Month,110.53864851747244,1289.4554899292373,22,Fiber optic,Credit card,Male,No,Yes,No,No,No,Yes,No
Cust101,One-Year,49.382624541593586,1484.6748470644695,4,DSL,Mailed check,Male,No,No,No,No,No,No,No
Cust102,Month-to-Month,50.21121114963556,629.6953384360233,13,DSL,Credit card,Male,No,No,No,No,No,Yes,No
Cust103,One-Year,80.88321754138144,822.2607222541317,45,Fiber optic,Credit card,Female,No,Yes,Yes,No,No,Yes,No
Cust104,Two-Year,73.63782979252623,992.0782729123218,42,None,Electronic check,Male,Yes,Yes,No,Yes,Yes,Yes,Yes
Cust105,Month-to-Month,96.93414651472068,1084.0483476458821,49,DSL,Bank transfer,Male,No,No,No,Yes,No,Yes,No
Cust106,Month-to-Month,71.67856370651927,757.1189440235062,20,Fiber optic,Bank transfer,Female,No,Yes,Yes,Yes,No,No,No
Cust107,One-Year,52.81415818425881,1127.2183133392268,54,Fiber optic,Credit card,Female,Yes,No,Yes,No,Yes,Yes,No
Cust108,Month-to-Month,71.81309661384618,857.8481958787252,36,Fiber optic,Electronic check,Female,No,No,Yes,No,Yes,No,No
Cust109,Month-to-Month,82.17407161165815,995.6643187365163,1,None,Mailed check,Male,No,No,No,Yes,Yes,Yes,No
Cust110,Month-to-Month,76.40964362394729,1163.8852744011099,15,DSL,Bank transfer,Female,No,No,Yes,No,Yes,No,Yes
Cust111,Month-to-Month,70.14548062214595,1001.9266809432813,17,DSL,Mailed check,Male,No,No,No,No,Yes,No,No
Cust112,Two-Year,81.33349379178307,869.0842328420295,24,None,Bank transfer,Female,Yes,No,No,No,Yes,No,No
Cust113,Two-Year,83.38591180891345,967.1170588222508,58,Fiber optic,Electronic check,Female,No,No,No,No,No,No,No
Cust114,One-Year,87.64317982075055,973.4911122383994,23,Fiber optic,Credit card,Female,No,No,No,No,Yes,Yes,No
Cust115,Two-Year,72.97419775179286,888.9966910353617,46,Fiber optic,Mailed check,Male,No,Yes,Yes,Yes,Yes,No,No
Cust116,Two-Year,56.657638393662914,922.3611811998693,8,Fiber optic,Mailed check,Male,Yes,No,No,No,No,No,No
Cust117,Month-to-Month,62.934273728666454,1479.5941511514152,59,None,Credit card,Male,No,No,No,No,Yes,Yes,No
Cust118,Two-Year,84.13017933016714,1168.2758343823716,59,None,Mailed check,Male,No,No,No,No,No,No,No
Cust119,One-Year,43.66128658025528,911.3559045912518,13,Fiber optic,Bank transfer,Male,No,No,Yes,No,Yes,Yes,No
Cust120,Two-Year,67.37346617745803,1209.0863213532207,39,DSL,Credit card,Male,No,No,No,Yes,No,Yes,No
Cust121,Two-Year,52.13322375345279,899.854153073197,28,None,Bank transfer,Male,Yes,Yes,No,No,Yes,No,No
Cust122,Month-to-Month,60.57489645869635,1351.9373912759925,61,DSL,Bank transfer,Male,No,No,No,No,Yes,Yes,No
Cust123,Month-to-Month,85.56903725214598,1110.892657659428,16,DSL,Electronic check,Male,Yes,No,No,No,Yes,No,No
Cust124,Month-to-Month,63.82198136039807,967.8093567987313,2,None,Bank transfer,Female,No,No,No,No,No,Yes,No
Cust125,Month-to-Month,60.92873096312297,1134.3150777430833,17,DSL,Electronic check,Female,No,No,No,No,No,Yes,No
Cust126,Two-Year,32.802877180401616,528.7371543794502,30,DSL,Mailed check,Male,No,Yes,No,No,Yes,Yes,Yes
Cust127,Two-Year,74.92507132054442,661.9697593270585,13,DSL,Mailed check,Male,No,No,No,No,No,Yes,No
Cust128,Month-to-Month,72.9096836228215,641.8224980802834,13,None,Electronic check,Male,No,Yes,Yes,No,Yes,No,Yes
Cust129,One-Year,103.2650944661092,1042.882928429112,43,Fiber optic,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust130,Month-to-Month,53.844435300939985,1519.7544998455276,21,Fiber optic,Credit card,Female,Yes,No,Yes,Yes,No,Yes,No
Cust131,Month-to-Month,64.38300655327878,1669.3900438577898,55,DSL,Credit card,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cust132,Month-to-Month,64.9876736742151,1191.4153304322272,40,Fiber optic,Electronic check,Male,No,No,Yes,Yes,Yes,Yes,Yes
Cust133,Month-to-Month,91.5490655952695,1150.253342483337,15,Fiber optic,Mailed check,Female,Yes,Yes,No,No,No,No,No
Cust134,Two-Year,58.09408935226096,459.68267975417837,52,DSL,Mailed check,Female,No,Yes,Yes,No,No,Yes,No
Cust135,Month-to-Month,65.58043051540679,837.1978600797935,53,Fiber optic,Credit card,Male,No,No,No,No,No,No,Yes
Cust136,One-Year,72.15793019433079,763.6648744275283,52,DSL,Electronic check,Male,No,No,Yes,No,No,No,No
Cust137,One-Year,63.73218246312716,813.7457205246652,30,None,Credit card,Male,No,No,Yes,Yes,Yes,No,No
Cust138,Month-to-Month,51.071327708989436,949.5568544245631,33,Fiber optic,Bank transfer,Male,No,No,Yes,Yes,No,No,Yes
Cust139,Two-Year,63.88179985796615,858.3728266908618,57,None,Bank transfer,Female,No,No,Yes,Yes,Yes,Yes,No
Cust140,Two-Year,81.47263499719544,406.2100568872637,52,DSL,Electronic check,Male,No,No,No,No,No,Yes,No
Cust141,Month-to-Month,39.4696940117788,1224.3730768352602,9,Fiber optic,Electronic check,Female,No,Yes,No,Yes,Yes,No,No
Cust142,Month-to-Month,62.65939348293752,678.1770922780581,54,Fiber optic,Bank transfer,Male,Yes,Yes,Yes,Yes,Yes,No,No
Cust143,Month-to-Month,45.997583701216534,1071.7740592333448,1,Fiber optic,Mailed check,Female,No,No,No,No,Yes,No,No
Cust144,Month-to-Month,83.90093257849685,1622.224800924992,44,None,Electronic check,Male,No,No,No,No,Yes,No,No
Cust145,Month-to-Month,29.536261904324505,724.184622524073,9,DSL,Bank transfer,Male,No,No,No,Yes,Yes,Yes,No
Cust146,One-Year,48.82156305456823,240.9137431761011,32,DSL,Bank transfer,Female,Yes,No,No,No,No,Yes,No
Cust147,One-Year,67.54423750129041,914.1987334359668,15,Fiber optic,Mailed check,Female,Yes,No,No,No,No,No,No
Cust148,Month-to-Month,91.31048058468681,1330.2878904995714,12,Fiber optic,Mailed check,Female,No,Yes,No,No,Yes,No,No
Cust149,Month-to-Month,58.68499477854024,1587.5042362661782,57,Fiber optic,Mailed check,Male,No,Yes,No,No,No,Yes,No
Cust150,Two-Year,48.896009466136036,631.135121664275,8,DSL,Mailed check,Female,No,No,Yes,Yes,No,No,No
Cust151,Month-to-Month,97.6231413888118,1149.0097669709564,27,Fiber optic,Credit card,Female,No,No,No,No,Yes,Yes,No
Cust152,Month-to-Month,31.03972199167512,860.406862965984,62,DSL,Mailed check,Female,No,No,No,No,Yes,Yes,No
Cust153,Month-to-Month,16.023880867598365,968.2154937087593,12,Fiber optic,Credit card,Female,No,Yes,No,Yes,No,No,Yes
Cust154,Two-Year,68.80028900106664,1793.3030041051104,65,Fiber optic,Electronic check,Female,No,No,No,No,No,No,Yes
Cust155,Month-to-Month,49.958915512947776,549.108901481454,42,Fiber optic,Bank transfer,Female,Yes,Yes,No,No,Yes,Yes,No
Cust156,One-Year,39.57534365738574,1076.1218984483721,62,DSL,Credit card,Female,No,Yes,Yes,No,No,Yes,No
Cust157,One-Year,74.16712894598706,1140.30795152963,11,Fiber optic,Electronic check,Female,No,No,No,Yes,Yes,Yes,No
Cust158,Month-to-Month,64.87601427542398,1325.7358974818042,43,DSL,Electronic check,Female,No,Yes,No,No,Yes,No,No
Cust159,One-Year,48.71842738526543,1029.3949460412687,17,DSL,Credit card,Male,No,No,No,Yes,Yes,Yes,No
Cust160,Month-to-Month,34.393912026582115,1092.4151618512308,32,Fiber optic,Electronic check,Male,No,Yes,No,No,Yes,No,No
Cust161,One-Year,77.44914656560289,882.5054297734627,40,None,Electronic check,Female,No,No,No,Yes,No,No,No
Cust162,One-Year,73.00402355917322,1080.7380823735323,23,DSL,Credit card,Male,No,No,Yes,Yes,No,No,No
Cust163,One-Year,58.01648272441234,897.0423173507769,56,Fiber optic,Electronic check,Male,No,No,No,No,Yes,Yes,No
Cust164,Month-to-Month,96.93273992095331,1186.4715669568152,6,None,Mailed check,Female,Yes,No,No,No,Yes,No,No
Cust165,Two-Year,38.598304673476946,889.1168991869098,50,None,Mailed check,Female,Yes,Yes,No,No,No,Yes,No
Cust166,Month-to-Month,29.48949658150522,1113.130118170656,37,DSL,Bank transfer,Female,No,No,Yes,No,No,Yes,No
Cust167,Month-to-Month,46.16183860237511,991.2211558945065,64,None,Electronic check,Female,No,No,No,Yes,No,Yes,No
Cust168,Month-to-Month,59.088279672890046,1337.8150752316506,54,DSL,Bank transfer,Female,No,Yes,No,No,No,Yes,No
Cust169,One-Year,64.86678898645384,984.5818829234541,49,DSL,Mailed check,Female,No,No,No,No,Yes,No,No
Cust170,One-Year,55.175278842873404,468.0902595379356,11,DSL,Mailed check,Male,No,Yes,No,Yes,No,Yes,Yes
Cust171,Month-to-Month,67.04110793028593,1378.5764502141974,49,Fiber optic,Mailed check,Female,No,No,No,No,Yes,Yes,No
Cust172,One-Year,34.96921151619112,728.2803097412143,21,DSL,Electronic check,Male,Yes,No,Yes,Yes,Yes,No,No
Cust173,Month-to-Month,88.87529208146519,803.870098405354,66,DSL,Electronic check,Female,Yes,Yes,Yes,No,Yes,Yes,No
Cust174,One-Year,58.35697643214863,821.3016117869524,63,DSL,Mailed check,Female,No,No,No,No,Yes,No,No
Cust175,Month-to-Month,82.34591663176255,1412.3314279512451,28,None,Bank transfer,Male,Yes,No,No,No,No,Yes,Yes
Cust176,One-Year,66.85450692755408,359.2977358063913,17,None,Bank transfer,Female,No,No,Yes,No,No,Yes,Yes
Cust177,Month-to-Month,69.13506438307567,1941.324560097998,6,DSL,Credit card,Female,No,No,Yes,No,Yes,No,Yes
Cust178,Two-Year,71.39534560464408,1316.8170427198156,19,None,Mailed check,Male,No,No,Yes,Yes,Yes,Yes,No
Cust179,Month-to-Month,68.9541712003463,1066.971674238748,56,None,Bank transfer,Female,Yes,No,No,No,Yes,Yes,No
Cust180,Month-to-Month,72.85445519735087,983.531799815114,28,Fiber optic,Mailed check,Male,No,No,Yes,Yes,Yes,Yes,No
Cust181,Month-to-Month,86.58305060264863,1085.6662224572972,66,DSL,Bank transfer,Female,No,Yes,No,No,No,Yes,No
Cust182,Two-Year,63.930423394029404,1156.3367285138015,38,Fiber optic,Credit card,Female,No,No,No,No,No,Yes,No
Cust183,Two-Year,74.18007515177024,1193.564675785017,37,None,Credit card,Male,No,No,Yes,No,No,Yes,No
Cust184,Month-to-Month,58.205286114255465,1166.6813398010345,68,Fiber optic,Mailed check,Female,Yes,No,No,No,No,Yes,No
Cust185,One-Year,88.80234430898946,1026.8742043765747,49,DSL,Bank transfer,Male,No,No,Yes,No,No,No,No
Cust186,Two-Year,46.4721539588146,940.7984739078022,43,Fiber optic,Electronic check,Male,No,No,No,No,Yes,Yes,No
Cust187,One-Year,96.01880865821632,954.6180149039465,36,Fiber optic,Credit card,Male,No,No,Yes,Yes,Yes,Yes,No
Cust188,One-Year,59.196840987113134,941.5275158941957,58,Fiber optic,Mailed check,Female,No,No,No,No,Yes,Yes,No
Cust189,Month-to-Month,31.384497957639038,1340.1310290601193,13,DSL,Mailed check,Female,No,No,No,Yes,Yes,No,No
Cust190,Month-to-Month,62.562088298215784,1178.0670166842585,52,DSL,Bank transfer,Male,Yes,No,Yes,No,No,No,Yes
Cust191,Two-Year,46.37896685050238,117.88340960071594,58,None,Mailed check,Female,No,No,Yes,Yes,Yes,No,Yes
Cust192,Two-Year,76.81287097977449,1196.7702329589283,32,None,Credit card,Female,No,No,No,No,Yes,No,No
Cust193,One-Year,46.947520413952184,1058.4208584156324,60,DSL,Mailed check,Female,No,No,Yes,Yes,Yes,Yes,No
Cust194,Month-to-Month,51.07633133570441,994.3873730662308,58,None,Mailed check,Male,No,Yes,No,Yes,No,Yes,No
Cust195,Month-to-Month,22.209185381089384,883.4444640733343,56,DSL,Electronic check,Female,No,No,No,No,Yes,No,No
Cust196,One-Year,50.953873615018466,1337.233815995804,28,Fiber optic,Electronic check,Male,No,No,No,Yes,No,No,No
Cust197,Two-Year,11.522413467420868,1284.2579386368575,1,Fiber optic,Credit card,Female,Yes,Yes,No,No,No,Yes,No
Cust198,Two-Year,28.321943530285534,768.1366996529173,42,None,Bank transfer,Female,No,Yes,No,Yes,Yes,Yes,No
Cust199,One-Year,75.20829312288595,1122.1156861373606,48,None,Electronic check,Male,No,No,No,No,Yes,No,No
Cust200,One-Year,75.71600317301665,708.5029796376142,40,DSL,Bank transfer,Female,No,No,No,No,No,No,No
Cust201,Month-to-Month,68.50915123569929,586.1145505633208,63,None,Credit card,Male,No,No,Yes,No,Yes,Yes,No
Cust202,Month-to-Month,40.66047713741574,811.9848326230104,4,DSL,Electronic check,Female,No,Yes,Yes,Yes,No,No,No
Cust203,Two-Year,59.0457728771604,1258.7180417148277,38,Fiber optic,Bank transfer,Male,No,Yes,No,No,Yes,Yes,No
Cust204,One-Year,59.92794921818863,1285.937513612826,27,Fiber optic,Electronic check,Female,No,No,No,No,Yes,Yes,No
Cust205,Month-to-Month,36.83270621614915,1153.925626029188,9,Fiber optic,Credit card,Female,No,No,No,No,No,Yes,Yes
Cust206,Month-to-Month,90.067966035343,1217.5287360543991,16,DSL,Credit card,Female,No,Yes,Yes,No,No,Yes,No
Cust207,One-Year,77.54724581151342,1154.8534861344874,56,None,Electronic check,Male,No,No,No,No,No,Yes,No
Cust208,Month-to-Month,55.58071652340672,807.5555214331143,31,DSL,Bank transfer,Male,No,No,Yes,Yes,No,No,No
Cust209,Month-to-Month,60.537716779890616,1129.5767634021822,14,DSL,Mailed check,Male,Yes,Yes,Yes,Yes,No,Yes,No
Cust210,One-Year,64.16765615895105,1240.1228575683047,25,Fiber optic,Mailed check,Female,No,Yes,No,Yes,No,Yes,Yes
Cust211,One-Year,19.165302631514187,1226.2873989440723,34,Fiber optic,Electronic check,Male,No,Yes,Yes,Yes,No,Yes,No
Cust212,One-Year,55.056452349588064,1356.6740114423928,67,None,Bank transfer,Male,Yes,No,No,Yes,Yes,Yes,No
Cust213,Month-to-Month,46.36031504004403,1212.4911541603192,24,DSL,Mailed check,Male,No,No,Yes,No,Yes,No,No
Cust214,One-Year,39.96759980210169,1105.4344622624749,26,DSL,Credit card,Male,No,No,No,No,No,No,No
Cust215,Month-to-Month,54.377994142280905,1321.0450714949282,20,None,Bank transfer,Male,No,No,No,No,Yes,No,No
Cust216,Month-to-Month,95.95373053699045,992.043622225282,64,Fiber optic,Mailed check,Male,No,No,Yes,Yes,Yes,No,Yes
Cust217,One-Year,72.8168572253402,735.4376046316847,10,DSL,Bank transfer,Male,Yes,No,Yes,No,Yes,Yes,No
Cust218,One-Year,48.57642020434406,951.0799108168708,67,Fiber optic,Electronic check,Male,No,No,No,No,Yes,Yes,No
